,match_time,template
20180102T114950Z,2018-01-02T11:49:50.290000Z,1d
20180102T115127Z,2018-01-02T11:51:27.870000Z,1d
20180102T115241Z,2018-01-02T11:52:41.860000Z,1d
20180102T120525Z,2018-01-02T12:05:25.760000Z,1d
20180102T121758Z,2018-01-02T12:17:58.730000Z,7d
20180102T122257Z,2018-01-02T12:22:57.160000Z,8c
20180102T122307Z,2018-01-02T12:23:07.680000Z,1d
20180102T130613Z,2018-01-02T13:06:13.590000Z,1d
20180102T131052Z,2018-01-02T13:10:52.060000Z,6c
20180102T131149Z,2018-01-02T13:11:49.660000Z,2c
20180102T131750Z,2018-01-02T13:17:50.310000Z,6d
20180102T133459Z,2018-01-02T13:34:59.370000Z,1d
20180102T133659Z,2018-01-02T13:36:59.220000Z,8c
20180102T133745Z,2018-01-02T13:37:45.840000Z,2c
20180102T134822Z,2018-01-02T13:48:22.670000Z,1d
20180102T135335Z,2018-01-02T13:53:35.410000Z,2c
20180102T140429Z,2018-01-02T14:04:29.840000Z,2c
20180102T143652Z,2018-01-02T14:36:52.930000Z,1d
20180102T144053Z,2018-01-02T14:40:53.120000Z,1d
20180102T144252Z,2018-01-02T14:42:52.290000Z,1d
20180102T151240Z,2018-01-02T15:12:40.720000Z,1d
20180102T152739Z,2018-01-02T15:27:39.090000Z,2c
20180102T153929Z,2018-01-02T15:39:29.120000Z,5a
20180102T164151Z,2018-01-02T16:41:51.020000Z,2c
20180102T165220Z,2018-01-02T16:52:20.800000Z,1d
20180102T170350Z,2018-01-02T17:03:50.820000Z,6c
20180102T171436Z,2018-01-02T17:14:36.640000Z,4d
20180102T173146Z,2018-01-02T17:31:46.890000Z,1d
20180102T173815Z,2018-01-02T17:38:15.720000Z,2c
20180102T181128Z,2018-01-02T18:11:28.140000Z,2c
20180102T184750Z,2018-01-02T18:47:50.190000Z,2c
20180102T185735Z,2018-01-02T18:57:35.040000Z,1d
20180102T191732Z,2018-01-02T19:17:32.440000Z,2c
20180102T191814Z,2018-01-02T19:18:14.990000Z,2c
20180102T192411Z,2018-01-02T19:24:11.170000Z,6d
20180102T193807Z,2018-01-02T19:38:07.060000Z,1d
20180102T200140Z,2018-01-02T20:01:40.200000Z,1d
20180102T201842Z,2018-01-02T20:18:42.390000Z,4d
20180102T202023Z,2018-01-02T20:20:23.040000Z,2c
20180102T211232Z,2018-01-02T21:12:32.550000Z,8d
20180102T213203Z,2018-01-02T21:32:03.410000Z,2c
20180102T215455Z,2018-01-02T21:54:55.430000Z,1d
20180102T215605Z,2018-01-02T21:56:05.200000Z,2d
20180102T215859Z,2018-01-02T21:58:59.510000Z,8c
20180102T220316Z,2018-01-02T22:03:16.190000Z,1d
20180102T221131Z,2018-01-02T22:11:31.890000Z,1d
20180102T221840Z,2018-01-02T22:18:40.390000Z,8c
20180102T222215Z,2018-01-02T22:22:15.830000Z,1d
20180102T222227Z,2018-01-02T22:22:27.260000Z,1d
20180102T222359Z,2018-01-02T22:23:59.330000Z,1d
20180102T223253Z,2018-01-02T22:32:53.180000Z,1d
20180102T224839Z,2018-01-02T22:48:39.900000Z,1d
20180102T231108Z,2018-01-02T23:11:08.830000Z,2c
20180102T233409Z,2018-01-02T23:34:09.160000Z,2c
20180102T235815Z,2018-01-02T23:58:15.940000Z,2c
20180102T003803Z,2018-01-02T00:38:03.660000Z,2a
20180102T004457Z,2018-01-02T00:44:57.070000Z,2a
20180102T010252Z,2018-01-02T01:02:52.160000Z,2a
20180102T013530Z,2018-01-02T01:35:30.790000Z,2a
20180102T013822Z,2018-01-02T01:38:22.970000Z,6b
20180102T014741Z,2018-01-02T01:47:41.380000Z,2a
20180102T020455Z,2018-01-02T02:04:55.610000Z,2a
20180102T020522Z,2018-01-02T02:05:22.440000Z,2a
20180102T021007Z,2018-01-02T02:10:07.260000Z,2a
20180102T022421Z,2018-01-02T02:24:21.010000Z,6a
20180102T022828Z,2018-01-02T02:28:28.990000Z,2a
20180102T025434Z,2018-01-02T02:54:34.730000Z,2a
20180102T030023Z,2018-01-02T03:00:23.140000Z,2a
20180102T030854Z,2018-01-02T03:08:54.900000Z,2a
20180102T042722Z,2018-01-02T04:27:22.730000Z,6b
20180102T050813Z,2018-01-02T05:08:13.310000Z,2d
20180102T051047Z,2018-01-02T05:10:47.270000Z,2a
20180102T051227Z,2018-01-02T05:12:27.630000Z,2a
20180102T064105Z,2018-01-02T06:41:05.650000Z,2a
20180102T064118Z,2018-01-02T06:41:18.340000Z,2a
20180102T065558Z,2018-01-02T06:55:58.540000Z,2a
20180102T075100Z,2018-01-02T07:51:00.610000Z,2a
20180102T081221Z,2018-01-02T08:12:21.810000Z,2a
20180102T083139Z,2018-01-02T08:31:39.030000Z,2a
20180102T084912Z,2018-01-02T08:49:12.590000Z,2a
20180102T085142Z,2018-01-02T08:51:42.400000Z,2a
20180102T085356Z,2018-01-02T08:53:56.310000Z,2a
20180102T085921Z,2018-01-02T08:59:21.620000Z,2a
20180102T093221Z,2018-01-02T09:32:21.440000Z,6a
20180102T095219Z,2018-01-02T09:52:19.880000Z,2a
20180102T100101Z,2018-01-02T10:01:01.640000Z,8c
20180102T101545Z,2018-01-02T10:15:45.200000Z,8b
20180102T101601Z,2018-01-02T10:16:01.360000Z,2a
20180102T101657Z,2018-01-02T10:16:57.420000Z,2a
20180102T102653Z,2018-01-02T10:26:53.060000Z,2a
20180102T103923Z,2018-01-02T10:39:23.300000Z,2a
20180102T104445Z,2018-01-02T10:44:45.630000Z,6b
20180102T105728Z,2018-01-02T10:57:28.520000Z,2a
20180102T110214Z,2018-01-02T11:02:14.690000Z,2a
20180102T113542Z,2018-01-02T11:35:42.860000Z,2a
20180102T114200Z,2018-01-02T11:42:00.610000Z,2a
20180102T115631Z,2018-01-02T11:56:31.590000Z,2a
20180102T120421Z,2018-01-02T12:04:21.680000Z,2a
20180102T121417Z,2018-01-02T12:14:17.530000Z,2a
20180102T121603Z,2018-01-02T12:16:03.770000Z,2a
20180102T122306Z,2018-01-02T12:23:06.550000Z,2a
20180102T124333Z,2018-01-02T12:43:33.790000Z,2a
20180102T124737Z,2018-01-02T12:47:37.790000Z,2d
20180102T130618Z,2018-01-02T13:06:18.750000Z,6a
20180102T131546Z,2018-01-02T13:15:46.610000Z,6b
20180102T131725Z,2018-01-02T13:17:25.520000Z,2a
20180102T131753Z,2018-01-02T13:17:53.710000Z,6b
20180102T133120Z,2018-01-02T13:31:20.720000Z,8b
20180102T133658Z,2018-01-02T13:36:58.240000Z,2a
20180102T140350Z,2018-01-02T14:03:50.080000Z,2a
20180102T141630Z,2018-01-02T14:16:30.240000Z,2a
20180102T141830Z,2018-01-02T14:18:30.380000Z,2a
20180102T142235Z,2018-01-02T14:22:35.840000Z,2a
20180102T142759Z,2018-01-02T14:27:59.370000Z,2a
20180102T143700Z,2018-01-02T14:37:00.800000Z,2c
20180102T143713Z,2018-01-02T14:37:13.750000Z,2c
20180102T145820Z,2018-01-02T14:58:20.930000Z,8b
20180102T152146Z,2018-01-02T15:21:46.050000Z,2a
20180102T152847Z,2018-01-02T15:28:47.410000Z,6b
20180102T154050Z,2018-01-02T15:40:50.870000Z,2a
20180102T160525Z,2018-01-02T16:05:25.820000Z,2a
20180102T160816Z,2018-01-02T16:08:16.550000Z,2a
20180102T165245Z,2018-01-02T16:52:45.110000Z,2a
20180102T170941Z,2018-01-02T17:09:41.080000Z,2a
20180102T171913Z,2018-01-02T17:19:13.560000Z,2a
20180102T174015Z,2018-01-02T17:40:15.180000Z,2a
20180102T174533Z,2018-01-02T17:45:33.450000Z,2a
20180102T175138Z,2018-01-02T17:51:38.710000Z,2a
20180102T175440Z,2018-01-02T17:54:40.430000Z,6b
20180102T181106Z,2018-01-02T18:11:06.610000Z,2a
20180102T182804Z,2018-01-02T18:28:04.010000Z,2a
20180102T183444Z,2018-01-02T18:34:44.960000Z,2a
20180102T184738Z,2018-01-02T18:47:38.310000Z,2a
20180102T190054Z,2018-01-02T19:00:54.190000Z,2a
20180102T190552Z,2018-01-02T19:05:52.950000Z,2a
20180102T192243Z,2018-01-02T19:22:43.870000Z,2a
20180102T192613Z,2018-01-02T19:26:13.860000Z,2a
20180102T193226Z,2018-01-02T19:32:26.700000Z,6b
20180102T201427Z,2018-01-02T20:14:27.260000Z,2a
20180102T202039Z,2018-01-02T20:20:39.970000Z,2a
20180102T205646Z,2018-01-02T20:56:46.660000Z,2a
20180102T212116Z,2018-01-02T21:21:16.970000Z,6d
20180102T213322Z,2018-01-02T21:33:22.220000Z,2a
20180102T214523Z,2018-01-02T21:45:23.360000Z,6b
20180102T220852Z,2018-01-02T22:08:52.410000Z,8b
20180102T222617Z,2018-01-02T22:26:17.950000Z,2a
20180102T223616Z,2018-01-02T22:36:16.150000Z,2a
20180102T231803Z,2018-01-02T23:18:03.810000Z,2a
20180102T233314Z,2018-01-02T23:33:14.400000Z,2a
20180102T234945Z,2018-01-02T23:49:45.000000Z,2a
20180102T235036Z,2018-01-02T23:50:36.750000Z,2a
20180102T002204Z,2018-01-02T00:22:04.730000Z,2b
20180102T012458Z,2018-01-02T01:24:58.190000Z,2b
20180102T014828Z,2018-01-02T01:48:28.530000Z,2b
20180102T031340Z,2018-01-02T03:13:40.910000Z,2b
20180102T031603Z,2018-01-02T03:16:03.040000Z,2c
20180102T045416Z,2018-01-02T04:54:16.300000Z,2b
20180102T053401Z,2018-01-02T05:34:01.170000Z,2b
20180102T054613Z,2018-01-02T05:46:13.080000Z,2b
20180102T064406Z,2018-01-02T06:44:06.310000Z,8c
20180102T090811Z,2018-01-02T09:08:11.450000Z,2b
20180102T093835Z,2018-01-02T09:38:35.700000Z,2b
20180102T095015Z,2018-01-02T09:50:15.320000Z,2b
20180102T102808Z,2018-01-02T10:28:08.050000Z,2b
20180102T113141Z,2018-01-02T11:31:41.890000Z,2b
20180102T115723Z,2018-01-02T11:57:23.000000Z,2b
20180102T121048Z,2018-01-02T12:10:48.410000Z,2b
20180102T121904Z,2018-01-02T12:19:04.480000Z,2b
20180102T131754Z,2018-01-02T13:17:54.460000Z,8c
20180102T134443Z,2018-01-02T13:44:43.370000Z,2b
20180102T140050Z,2018-01-02T14:00:50.670000Z,2b
20180102T150903Z,2018-01-02T15:09:03.390000Z,2b
20180102T162208Z,2018-01-02T16:22:08.360000Z,2b
20180102T162728Z,2018-01-02T16:27:28.120000Z,2b
20180102T162800Z,2018-01-02T16:28:00.120000Z,2b
20180102T163318Z,2018-01-02T16:33:18.110000Z,2b
20180102T163335Z,2018-01-02T16:33:35.850000Z,2b
20180102T174933Z,2018-01-02T17:49:33.710000Z,2b
20180102T181600Z,2018-01-02T18:16:00.720000Z,2b
20180102T192846Z,2018-01-02T19:28:46.960000Z,2b
20180102T193708Z,2018-01-02T19:37:08.770000Z,2b
20180102T224019Z,2018-01-02T22:40:19.210000Z,2b
20180102T224727Z,2018-01-02T22:47:27.850000Z,2b
20180102T234825Z,2018-01-02T23:48:25.830000Z,2b
20180102T000202Z,2018-01-02T00:02:02.080000Z,2c
20180102T001116Z,2018-01-02T00:11:16.130000Z,6c
20180102T001733Z,2018-01-02T00:17:33.990000Z,2c
20180102T003350Z,2018-01-02T00:33:50.170000Z,2c
20180102T003537Z,2018-01-02T00:35:37.060000Z,2c
20180102T003804Z,2018-01-02T00:38:04.640000Z,8c
20180102T005606Z,2018-01-02T00:56:06.840000Z,2c
20180102T013643Z,2018-01-02T01:36:43.100000Z,2c
20180102T014222Z,2018-01-02T01:42:22.250000Z,2d
20180102T020456Z,2018-01-02T02:04:56.630000Z,8c
20180102T021905Z,2018-01-02T02:19:05.020000Z,2c
20180102T025425Z,2018-01-02T02:54:25.740000Z,2c
20180102T025701Z,2018-01-02T02:57:01.400000Z,2c
20180102T031630Z,2018-01-02T03:16:30.250000Z,2c
20180102T033028Z,2018-01-02T03:30:28.090000Z,8d
20180102T034937Z,2018-01-02T03:49:37.060000Z,2c
20180102T035427Z,2018-01-02T03:54:27.380000Z,6d
20180102T035738Z,2018-01-02T03:57:38.030000Z,2c
20180102T035816Z,2018-01-02T03:58:16.350000Z,2c
20180102T042110Z,2018-01-02T04:21:10.970000Z,2c
20180102T042723Z,2018-01-02T04:27:23.720000Z,2c
20180102T043436Z,2018-01-02T04:34:36.480000Z,2c
20180102T054502Z,2018-01-02T05:45:02.210000Z,2c
20180102T065302Z,2018-01-02T06:53:02.450000Z,2c
20180102T065559Z,2018-01-02T06:55:59.620000Z,2d
20180102T070121Z,2018-01-02T07:01:21.690000Z,6d
20180102T073601Z,2018-01-02T07:36:01.310000Z,2c
20180102T080622Z,2018-01-02T08:06:22.570000Z,2c
20180102T081732Z,2018-01-02T08:17:32.360000Z,2c
20180102T083306Z,2018-01-02T08:33:06.810000Z,4b
20180102T085014Z,2018-01-02T08:50:14.490000Z,6d
20180102T092634Z,2018-01-02T09:26:34.160000Z,2c
20180102T093222Z,2018-01-02T09:32:22.020000Z,2c
20180102T095342Z,2018-01-02T09:53:42.620000Z,2c
20180102T100152Z,2018-01-02T10:01:52.160000Z,2c
20180102T100842Z,2018-01-02T10:08:42.680000Z,2c
20180102T101201Z,2018-01-02T10:12:01.350000Z,8c
20180102T103108Z,2018-01-02T10:31:08.030000Z,2c
20180102T105438Z,2018-01-02T10:54:38.740000Z,2c
20180102T105751Z,2018-01-02T10:57:51.320000Z,2c
20180102T110957Z,2018-01-02T11:09:57.550000Z,2c
20180102T111120Z,2018-01-02T11:11:20.420000Z,2c
20180102T111322Z,2018-01-02T11:13:22.190000Z,2c
20180102T112426Z,2018-01-02T11:24:26.100000Z,6a
20180102T112501Z,2018-01-02T11:25:01.830000Z,2c
20180102T112931Z,2018-01-02T11:29:31.280000Z,2c
20180102T113502Z,2018-01-02T11:35:02.260000Z,2c
20180102T115632Z,2018-01-02T11:56:32.680000Z,2d
20180102T121211Z,2018-01-02T12:12:11.780000Z,2c
20180102T122519Z,2018-01-02T12:25:19.470000Z,2c
20180102T122831Z,2018-01-02T12:28:31.620000Z,2c
20180102T123727Z,2018-01-02T12:37:27.600000Z,6a
20180102T124342Z,2018-01-02T12:43:42.380000Z,2c
20180102T125638Z,2018-01-02T12:56:38.510000Z,2c
20180102T130121Z,2018-01-02T13:01:21.020000Z,2c
20180102T130619Z,2018-01-02T13:06:19.940000Z,2d
20180102T131500Z,2018-01-02T13:15:00.870000Z,2c
20180102T131547Z,2018-01-02T13:15:47.360000Z,8c
20180102T134604Z,2018-01-02T13:46:04.130000Z,2c
20180102T141748Z,2018-01-02T14:17:48.220000Z,8d
20180102T141819Z,2018-01-02T14:18:19.340000Z,2d
20180102T142801Z,2018-01-02T14:28:01.040000Z,2c
20180102T144052Z,2018-01-02T14:40:52.490000Z,2c
20180102T144251Z,2018-01-02T14:42:51.690000Z,2c
20180102T150358Z,2018-01-02T15:03:58.630000Z,2c
20180102T152116Z,2018-01-02T15:21:16.800000Z,6d
20180102T152533Z,2018-01-02T15:25:33.700000Z,2c
20180102T153511Z,2018-01-02T15:35:11.290000Z,2c
20180102T155225Z,2018-01-02T15:52:25.060000Z,6d
20180102T160443Z,2018-01-02T16:04:43.730000Z,6d
20180102T160530Z,2018-01-02T16:05:30.110000Z,2c
20180102T162921Z,2018-01-02T16:29:21.390000Z,8c
20180102T163819Z,2018-01-02T16:38:19.750000Z,2c
20180102T164725Z,2018-01-02T16:47:25.120000Z,2c
20180102T172827Z,2018-01-02T17:28:27.560000Z,2c
20180102T175652Z,2018-01-02T17:56:52.670000Z,2c
20180102T181402Z,2018-01-02T18:14:02.690000Z,2d
20180102T190705Z,2018-01-02T19:07:05.310000Z,2c
20180102T192245Z,2018-01-02T19:22:45.070000Z,2c
20180102T194109Z,2018-01-02T19:41:09.070000Z,2c
20180102T201323Z,2018-01-02T20:13:23.230000Z,2c
20180102T202111Z,2018-01-02T20:21:11.260000Z,8d
20180102T202337Z,2018-01-02T20:23:37.830000Z,2c
20180102T210022Z,2018-01-02T21:00:22.920000Z,2c
20180102T212035Z,2018-01-02T21:20:35.570000Z,4b
20180102T212251Z,2018-01-02T21:22:51.600000Z,2c
20180102T213323Z,2018-01-02T21:33:23.430000Z,2c
20180102T214002Z,2018-01-02T21:40:02.400000Z,2c
20180102T214236Z,2018-01-02T21:42:36.360000Z,2c
20180102T214527Z,2018-01-02T21:45:27.710000Z,2c
20180102T214909Z,2018-01-02T21:49:09.270000Z,2c
20180102T221546Z,2018-01-02T22:15:46.830000Z,2c
20180102T223252Z,2018-01-02T22:32:52.550000Z,2c
20180102T234547Z,2018-01-02T23:45:47.760000Z,2c
20180102T024948Z,2018-01-02T02:49:48.450000Z,2d
20180102T032251Z,2018-01-02T03:22:51.320000Z,2d
20180102T043435Z,2018-01-02T04:34:35.900000Z,6a
20180102T043711Z,2018-01-02T04:37:11.810000Z,2d
20180102T043904Z,2018-01-02T04:39:04.740000Z,6d
20180102T053320Z,2018-01-02T05:33:20.250000Z,2d
20180102T064119Z,2018-01-02T06:41:19.420000Z,5b
20180102T070539Z,2018-01-02T07:05:39.180000Z,2d
20180102T101658Z,2018-01-02T10:16:58.510000Z,2d
20180102T104100Z,2018-01-02T10:41:00.520000Z,2d
20180102T113932Z,2018-01-02T11:39:32.370000Z,6d
20180102T120450Z,2018-01-02T12:04:50.540000Z,6d
20180102T121022Z,2018-01-02T12:10:22.210000Z,6d
20180102T122655Z,2018-01-02T12:26:55.620000Z,6d
20180102T124256Z,2018-01-02T12:42:56.210000Z,2d
20180102T125400Z,2018-01-02T12:54:00.740000Z,2d
20180102T132444Z,2018-01-02T13:24:44.850000Z,2d
20180102T134027Z,2018-01-02T13:40:27.700000Z,2d
20180102T140232Z,2018-01-02T14:02:32.960000Z,6d
20180102T141935Z,2018-01-02T14:19:35.850000Z,6a
20180102T142800Z,2018-01-02T14:28:00.460000Z,6a
20180102T145140Z,2018-01-02T14:51:40.900000Z,6d
20180102T151038Z,2018-01-02T15:10:38.300000Z,2d
20180102T154718Z,2018-01-02T15:47:18.260000Z,2d
20180102T160540Z,2018-01-02T16:05:40.440000Z,6d
20180102T161748Z,2018-01-02T16:17:48.550000Z,6d
20180102T161947Z,2018-01-02T16:19:47.330000Z,6d
20180102T163237Z,2018-01-02T16:32:37.220000Z,2d
20180102T173734Z,2018-01-02T17:37:34.780000Z,2d
20180102T180136Z,2018-01-02T18:01:36.300000Z,2d
20180102T181107Z,2018-01-02T18:11:07.690000Z,2d
20180102T182247Z,2018-01-02T18:22:47.440000Z,2d
20180102T183907Z,2018-01-02T18:39:07.720000Z,6d
20180102T193650Z,2018-01-02T19:36:50.470000Z,2d
20180102T194851Z,2018-01-02T19:48:51.450000Z,2d
20180102T200848Z,2018-01-02T20:08:48.840000Z,2d
20180102T202755Z,2018-01-02T20:27:55.250000Z,6d
20180102T205038Z,2018-01-02T20:50:38.220000Z,6d
20180102T211506Z,2018-01-02T21:15:06.390000Z,6d
20180102T212443Z,2018-01-02T21:24:43.380000Z,2d
20180102T214235Z,2018-01-02T21:42:35.940000Z,6d
20180102T222033Z,2018-01-02T22:20:33.680000Z,6d
20180102T222505Z,2018-01-02T22:25:05.100000Z,2d
20180102T224649Z,2018-01-02T22:46:49.650000Z,2d
20180102T230813Z,2018-01-02T23:08:13.680000Z,2d
20180102T233315Z,2018-01-02T23:33:15.480000Z,2d
20180102T234946Z,2018-01-02T23:49:46.120000Z,2d
20180102T014106Z,2018-01-02T01:41:06.000000Z,3a
20180102T040943Z,2018-01-02T04:09:43.560000Z,3a
20180102T042818Z,2018-01-02T04:28:18.660000Z,3b
20180102T053256Z,2018-01-02T05:32:56.910000Z,3b
20180102T083401Z,2018-01-02T08:34:01.320000Z,3b
20180102T085619Z,2018-01-02T08:56:19.840000Z,3b
20180102T153823Z,2018-01-02T15:38:23.880000Z,3b
20180102T181318Z,2018-01-02T18:13:18.720000Z,3b
20180102T184530Z,2018-01-02T18:45:30.840000Z,3b
20180102T215029Z,2018-01-02T21:50:29.450000Z,3d
20180102T023230Z,2018-01-02T02:32:30.420000Z,3b
20180102T031136Z,2018-01-02T03:11:36.720000Z,3b
20180102T032918Z,2018-01-02T03:29:18.130000Z,3b
20180102T033322Z,2018-01-02T03:33:22.250000Z,3b
20180102T035522Z,2018-01-02T03:55:22.120000Z,3b
20180102T071946Z,2018-01-02T07:19:46.300000Z,3b
20180102T080628Z,2018-01-02T08:06:28.810000Z,3b
20180102T111527Z,2018-01-02T11:15:27.020000Z,3b
20180102T135123Z,2018-01-02T13:51:23.310000Z,3c
20180102T143130Z,2018-01-02T14:31:30.740000Z,3b
20180102T145123Z,2018-01-02T14:51:23.880000Z,3b
20180102T155305Z,2018-01-02T15:53:05.970000Z,3b
20180102T185401Z,2018-01-02T18:54:01.410000Z,3b
20180102T201330Z,2018-01-02T20:13:30.520000Z,3b
20180102T204745Z,2018-01-02T20:47:45.500000Z,3b
20180102T210106Z,2018-01-02T21:01:06.260000Z,3b
20180102T222947Z,2018-01-02T22:29:47.990000Z,3b
20180102T223316Z,2018-01-02T22:33:16.660000Z,3b
20180102T235702Z,2018-01-02T23:57:02.380000Z,3b
20180102T035521Z,2018-01-02T03:55:21.800000Z,3c
20180102T071722Z,2018-01-02T07:17:22.230000Z,3c
20180102T090335Z,2018-01-02T09:03:35.500000Z,3c
20180102T100051Z,2018-01-02T10:00:51.540000Z,3c
20180102T114004Z,2018-01-02T11:40:04.180000Z,3c
20180102T152500Z,2018-01-02T15:25:00.170000Z,3c
20180102T155341Z,2018-01-02T15:53:41.580000Z,3c
20180102T160624Z,2018-01-02T16:06:24.950000Z,3c
20180102T175728Z,2018-01-02T17:57:28.200000Z,3c
20180102T192328Z,2018-01-02T19:23:28.810000Z,3c
20180102T192408Z,2018-01-02T19:24:08.010000Z,3c
20180102T202952Z,2018-01-02T20:29:52.740000Z,3c
20180102T220454Z,2018-01-02T22:04:54.180000Z,3c
20180102T232313Z,2018-01-02T23:23:13.170000Z,3c
20180102T001345Z,2018-01-02T00:13:45.700000Z,3d
20180102T010210Z,2018-01-02T01:02:10.280000Z,5c
20180102T010755Z,2018-01-02T01:07:55.290000Z,5c
20180102T033018Z,2018-01-02T03:30:18.610000Z,3d
20180102T054701Z,2018-01-02T05:47:01.450000Z,3d
20180102T071738Z,2018-01-02T07:17:38.610000Z,3d
20180102T072540Z,2018-01-02T07:25:40.540000Z,3d
20180102T075758Z,2018-01-02T07:57:58.490000Z,3d
20180102T092159Z,2018-01-02T09:21:59.900000Z,3d
20180102T093347Z,2018-01-02T09:33:47.290000Z,3d
20180102T101130Z,2018-01-02T10:11:30.050000Z,5c
20180102T111303Z,2018-01-02T11:13:03.580000Z,3d
20180102T112913Z,2018-01-02T11:29:13.080000Z,5c
20180102T113556Z,2018-01-02T11:35:56.370000Z,3d
20180102T121122Z,2018-01-02T12:11:22.660000Z,3d
20180102T134851Z,2018-01-02T13:48:51.640000Z,3d
20180102T144220Z,2018-01-02T14:42:20.120000Z,5c
20180102T144508Z,2018-01-02T14:45:08.060000Z,5c
20180102T144925Z,2018-01-02T14:49:25.540000Z,3d
20180102T145730Z,2018-01-02T14:57:30.950000Z,3d
20180102T151402Z,2018-01-02T15:14:02.340000Z,3d
20180102T153536Z,2018-01-02T15:35:36.220000Z,5c
20180102T162523Z,2018-01-02T16:25:23.370000Z,3d
20180102T170931Z,2018-01-02T17:09:31.520000Z,3d
20180102T171630Z,2018-01-02T17:16:30.950000Z,3d
20180102T171919Z,2018-01-02T17:19:19.950000Z,3d
20180102T191427Z,2018-01-02T19:14:27.400000Z,3d
20180102T193036Z,2018-01-02T19:30:36.120000Z,5c
20180102T194344Z,2018-01-02T19:43:44.960000Z,3d
20180102T202302Z,2018-01-02T20:23:02.610000Z,4b
20180102T204309Z,2018-01-02T20:43:09.020000Z,5c
20180102T205957Z,2018-01-02T20:59:57.300000Z,3d
20180102T214241Z,2018-01-02T21:42:41.710000Z,3d
20180102T215048Z,2018-01-02T21:50:48.020000Z,3d
20180102T215433Z,2018-01-02T21:54:33.780000Z,3d
20180102T215948Z,2018-01-02T21:59:48.800000Z,3d
20180102T221404Z,2018-01-02T22:14:04.390000Z,5c
20180102T222650Z,2018-01-02T22:26:50.490000Z,5c
20180102T223528Z,2018-01-02T22:35:28.020000Z,3d
20180102T225348Z,2018-01-02T22:53:48.450000Z,3d
20180102T231116Z,2018-01-02T23:11:16.080000Z,3d
20180102T232414Z,2018-01-02T23:24:14.280000Z,5c
20180102T010636Z,2018-01-02T01:06:36.640000Z,5b
20180102T011204Z,2018-01-02T01:12:04.330000Z,6b
20180102T014544Z,2018-01-02T01:45:44.280000Z,4b
20180102T021041Z,2018-01-02T02:10:41.980000Z,4b
20180102T052451Z,2018-01-02T05:24:51.700000Z,4b
20180102T060143Z,2018-01-02T06:01:43.500000Z,5c
20180102T065636Z,2018-01-02T06:56:36.690000Z,5c
20180102T072010Z,2018-01-02T07:20:10.640000Z,4b
20180102T081509Z,2018-01-02T08:15:09.620000Z,4b
20180102T090500Z,2018-01-02T09:05:00.460000Z,4b
20180102T094310Z,2018-01-02T09:43:10.920000Z,4b
20180102T121604Z,2018-01-02T12:16:04.280000Z,5c
20180102T124950Z,2018-01-02T12:49:50.180000Z,5c
20180102T125632Z,2018-01-02T12:56:32.230000Z,4b
20180102T131216Z,2018-01-02T13:12:16.780000Z,4b
20180102T131711Z,2018-01-02T13:17:11.610000Z,4b
20180102T131726Z,2018-01-02T13:17:26.140000Z,4b
20180102T132226Z,2018-01-02T13:22:26.970000Z,4b
20180102T132745Z,2018-01-02T13:27:45.800000Z,5c
20180102T132817Z,2018-01-02T13:28:17.600000Z,4b
20180102T133516Z,2018-01-02T13:35:16.920000Z,4b
20180102T135443Z,2018-01-02T13:54:43.720000Z,4b
